,,date_time,week,type,sales_rep,number_of_sales,gross_sales,number_of_estimates,estimates_processed
14020,14020,2022-06-05 11:41:00,23,Estimate,"Gruber, Hans",0,690.7085071140966,1,0
14021,14021,2022-06-05 11:49:00,23,Estimate,"Portman, Sam",0,287.26366778078733,1,0
14022,14022,2022-06-05 12:04:00,23,Estimate,"Gompert, Katherine",0,5388.1238860616295,1,0
14023,14023,2022-06-05 12:14:00,23,Customer Invoice,"Gompert, Katherine",1,547.983711130051,0,0
14024,14024,2022-06-05 12:54:00,23,Estimate,"Gruber, Hans",0,468.1521561017496,1,0
14025,14025,2022-06-05 14:27:00,23,Estimate,"Gompert, Katherine",0,1775.8973256491931,1,0
14026,14026,2022-06-05 14:30:00,23,Estimate,"Gompert, Katherine",0,2085.4796419513605,1,1
14027,14027,2022-06-05 14:34:00,23,Customer Invoice,"Gompert, Katherine",1,2219.8769698296396,0,0
14028,14028,2022-06-05 14:50:00,23,Customer Invoice,"Gruber, Hans",1,1079.034101199674,0,0
14029,14029,2022-06-05 15:35:00,23,Estimate,"Van Dyne, Joelle",0,5212.935981306922,1,0
14030,14030,2022-06-06 9:05:00,24,Estimate,"Van Dyne, Joelle",0,607.8817819234503,1,1
14031,14031,2022-06-06 9:07:00,24,Customer Invoice,"Quintana, Jesus",1,943.4910769351948,0,0
14032,14032,2022-06-06 9:42:00,24,Estimate,"Van Dyne, Joelle",0,412.4838127768025,1,1
14033,14033,2022-06-06 9:43:00,24,Customer Invoice,"Van Dyne, Joelle",1,401.6487020498932,0,0
14034,14034,2022-06-06 9:46:00,24,Estimate,"Quintana, Jesus",0,5343.592308855258,1,1
14035,14035,2022-06-06 10:01:00,24,Estimate,"Bolton, Michael",0,515.7357349370606,1,1
14036,14036,2022-06-06 10:02:00,24,Customer Invoice,"Bolton, Michael",1,523.2952030912277,0,0
14037,14037,2022-06-06 10:18:00,24,Estimate,"Van Dyne, Joelle",0,8705.495951715171,1,0
14038,14038,2022-06-06 10:27:00,24,Customer Invoice,"Gruber, Hans",1,546.1023238217023,0,0
14039,14039,2022-06-06 10:28:00,24,Estimate,"Quintana, Jesus",0,1601.6811599242003,1,1
14040,14040,2022-06-06 11:09:00,24,Estimate,"Quintana, Jesus",0,1960.1649066298307,1,1
14041,14041,2022-06-06 11:32:00,24,Estimate,"Van Dyne, Joelle",0,2361.760236409724,1,0
14042,14042,2022-06-06 11:50:00,24,Estimate,"Bolton, Michael",0,753.2536968875988,1,1
14043,14043,2022-06-06 12:05:00,24,Estimate,"Quintana, Jesus",0,60.757272424659035,1,1
14044,14044,2022-06-06 13:46:00,24,Estimate,"Lumbergh, Bill",0,72.14229532068987,1,0
14045,14045,2022-06-06 14:30:00,24,Estimate,"Van Dyne, Joelle",0,383.52954088574796,1,1
14046,14046,2022-06-06 14:33:00,24,Customer Invoice,"Van Dyne, Joelle",1,365.6060420828232,0,0
14047,14047,2022-06-06 14:41:00,24,Estimate,"Van Dyne, Joelle",0,490.10770015995087,1,1
14048,14048,2022-06-06 14:44:00,24,Customer Invoice,"Van Dyne, Joelle",1,476.83710065296185,0,0
14049,14049,2022-06-06 15:00:00,24,Customer Invoice,"Gruber, Hans",1,113.72766788905079,0,0
14050,14050,2022-06-06 15:08:00,24,Estimate,"Bolton, Michael",0,1375.027054278297,1,1
14051,14051,2022-06-06 15:12:00,24,Estimate,"Steeply, Hugh",0,8358.591206215859,1,0
14052,14052,2022-06-06 15:13:00,24,Estimate,"Gruber, Hans",0,636.1044268345122,1,1
14053,14053,2022-06-06 15:23:00,24,Estimate,"Bolton, Michael",0,4042.3744548625064,1,1
14054,14054,2022-06-06 15:24:00,24,Estimate,"Gruber, Hans",0,2484.729607689567,1,1
14055,14055,2022-06-06 16:58:00,24,Customer Invoice,"Gruber, Hans",1,486.67438360227845,0,0
14056,14056,2022-06-06 17:07:00,24,Estimate,"Van Dyne, Joelle",0,2262.246493651372,1,0
14057,14057,2022-06-06 17:30:00,24,Estimate,"Gompert, Katherine",0,3009.887258256391,1,1
14058,14058,2022-06-07 8:42:00,24,Estimate,"Gruber, Hans",0,628.5010534874712,1,0
14059,14059,2022-06-07 9:19:00,24,Customer Invoice,"Quintana, Jesus",1,1871.3329210806485,0,0
14060,14060,2022-06-07 9:23:00,24,Customer Invoice,"Quintana, Jesus",1,851.3048562657605,0,0
14061,14061,2022-06-07 9:30:00,24,Customer Invoice,"Quintana, Jesus",1,49.84278325673868,0,0
14062,14062,2022-06-07 9:41:00,24,Customer Invoice,"Quintana, Jesus",1,1666.0617614315363,0,0
14063,14063,2022-06-07 10:07:00,24,Estimate,"Quintana, Jesus",0,1291.7582345992205,1,1
14064,14064,2022-06-07 10:11:00,24,Customer Invoice,"Quintana, Jesus",1,4605.976864732941,0,0
14065,14065,2022-06-07 10:26:00,24,Estimate,"Garcia, Jerry",0,197.5108960457362,1,1
14066,14066,2022-06-07 10:30:00,24,Estimate,"Quintana, Jesus",0,823.1079656106077,1,0
14067,14067,2022-06-07 10:39:00,24,Customer Invoice,"Garcia, Jerry",1,172.0007422292928,0,0
14068,14068,2022-06-07 10:46:00,24,Estimate,"Gompert, Katherine",0,15407.23740028491,1,1
14069,14069,2022-06-07 10:47:00,24,Customer Invoice,"Quintana, Jesus",1,793.5522940628101,0,0
14070,14070,2022-06-07 11:12:00,24,Estimate,"Van Dyne, Joelle",0,1091.3691116412224,1,1
14071,14071,2022-06-07 11:26:00,24,Customer Invoice,"Bolton, Michael",1,1686.5825321494813,0,0
14072,14072,2022-06-07 11:53:00,24,Customer Invoice,"Quintana, Jesus",1,27.23335257326316,0,0
14073,14073,2022-06-07 12:02:00,24,Customer Invoice,"Quintana, Jesus",1,2094.6351039658666,0,0
14074,14074,2022-06-07 12:14:00,24,Estimate,"Van Dyne, Joelle",0,5255.694749576114,1,1
14075,14075,2022-06-07 12:24:00,24,Customer Invoice,"Gompert, Katherine",1,3138.4797958403806,0,0
14076,14076,2022-06-07 12:39:00,24,Customer Invoice,"Gruber, Hans",1,7665.44451674551,0,0
14077,14077,2022-06-07 13:30:00,24,Customer Invoice,"Gruber, Hans",1,134.4710441488553,0,0
14078,14078,2022-06-07 14:16:00,24,Estimate,"Gruber, Hans",0,430.7540999570899,1,0
14079,14079,2022-06-07 15:00:00,24,Customer Invoice,"Gruber, Hans",1,1108.4695055687862,0,0
14080,14080,2022-06-07 15:24:00,24,Customer Invoice,"Quintana, Jesus",1,316.8578348732892,0,0
14081,14081,2022-06-07 15:42:00,24,Customer Invoice,"Bolton, Michael",1,3728.4846310280345,0,0
14082,14082,2022-06-07 16:02:00,24,Estimate,"Steeply, Hugh",0,3206.8226278773654,1,1
14083,14083,2022-06-07 16:10:00,24,Customer Invoice,"Steeply, Hugh",1,3307.143849456287,0,0
14084,14084,2022-06-07 17:11:00,24,Estimate,"Bolton, Michael",0,1285.812290952625,1,1
14085,14085,2022-06-07 17:12:00,24,Customer Invoice,"Bolton, Michael",1,1524.6925437035122,0,0
14086,14086,2022-06-07 22:51:00,24,Estimate,"Gruber, Hans",0,1129.4475379177713,1,0
14087,14087,2022-06-08 9:45:00,24,Estimate,"Bolton, Michael",0,5279.36388024435,1,0
14088,14088,2022-06-08 12:01:00,24,Customer Invoice,"Lumbergh, Bill",1,1683.2448805212878,0,0
14089,14089,2022-06-08 12:50:00,24,Customer Invoice,"Garcia, Jerry",1,313.2467448822364,0,0
14090,14090,2022-06-08 12:58:00,24,Estimate,"Bolton, Michael",0,19756.35707318777,1,0
14091,14091,2022-06-08 14:55:00,24,Estimate,"Lumbergh, Bill",0,2183.6029121529073,1,1
14092,14092,2022-06-08 15:11:00,24,Customer Invoice,"Lumbergh, Bill",1,5680.139190030555,0,0
14093,14093,2022-06-08 15:56:00,24,Estimate,"Steeply, Hugh",0,619.2715176004616,1,1
14094,14094,2022-06-08 15:57:00,24,Customer Invoice,"Gruber, Hans",1,460.4173210704164,0,0
14095,14095,2022-06-08 16:10:00,24,Estimate,"Quintana, Jesus",0,461.3710224512051,1,1
14096,14096,2022-06-08 16:14:00,24,Customer Invoice,"Bolton, Michael",1,32.23229756233203,0,0
14097,14097,2022-06-08 16:47:00,24,Estimate,"Steeply, Hugh",0,519.553762537812,1,1
14098,14098,2022-06-08 16:47:00,24,Estimate,"Lumbergh, Bill",0,25040.872403380286,1,1
14099,14099,2022-06-08 17:19:00,24,Estimate,"Bateman, Patrick",0,1223.296951590752,1,1
14100,14100,2022-06-09 8:32:00,24,Estimate,"Garcia, Jerry",0,8848.75053584958,1,1
14101,14101,2022-06-09 8:55:00,24,Customer Invoice,"Garcia, Jerry",1,7829.801669146289,0,0
14102,14102,2022-06-09 9:04:00,24,Customer Invoice,"Gruber, Hans",1,444.8757978766611,0,0
14103,14103,2022-06-09 9:32:00,24,Estimate,"Gompert, Katherine",0,2851.5378376275467,1,0
14104,14104,2022-06-09 9:40:00,24,Customer Invoice,"Bateman, Patrick",1,812.7641758681482,0,0
14105,14105,2022-06-09 9:43:00,24,Estimate,"Gompert, Katherine",0,1136.518654911407,1,0
14106,14106,2022-06-09 10:44:00,24,Customer Invoice,"Garcia, Jerry",1,273.3561526866071,0,0
14107,14107,2022-06-09 10:47:00,24,Estimate,"Lumbergh, Bill",0,2986.091982362971,1,1
14108,14108,2022-06-08 12:08:00,24,Estimate,"Bolton, Michael",0,703.1728291677001,1,1
14109,14109,2022-06-09 12:09:00,24,Estimate,"Gompert, Katherine",0,795.4597131260091,1,0
14110,14110,2022-06-09 12:35:00,24,Estimate,"Lumbergh, Bill",0,2254.604607187763,1,1
14111,14111,2022-06-09 13:20:00,24,Customer Invoice,"Gompert, Katherine",1,2416.3964791875064,0,0
14112,14112,2022-06-09 13:25:00,24,Customer Invoice,"Garcia, Jerry",1,822.2626815422323,0,0
14113,14113,2022-06-09 14:11:00,24,Customer Invoice,"Van Dyne, Joelle",1,1001.8820095084528,0,0
14114,14114,2022-06-09 14:29:00,24,Customer Invoice,"Gruber, Hans",1,883.351392900479,0,0
14115,14115,2022-06-09 14:48:00,24,Estimate,"Gruber, Hans",0,1085.6143966455672,1,1
14116,14116,2022-06-09 16:11:00,24,Estimate,"Bolton, Michael",0,10997.655464571317,1,1
14117,14117,2022-06-09 16:29:00,24,Estimate,"Lumbergh, Bill",0,749.7797897532997,1,0
14118,14118,2022-06-09 16:45:00,24,Customer Invoice,"Lumbergh, Bill",1,22041.113650945234,0,0
14119,14119,2022-06-09 16:58:00,24,Estimate,"Bolton, Michael",0,1169.4564614558099,1,1
14120,14120,2022-06-10 8:36:00,24,Estimate,"Lumbergh, Bill",0,274.1354368045547,1,1
14121,14121,2022-06-10 9:38:00,24,Estimate,"Lumbergh, Bill",0,4157.267893902458,1,1
14122,14122,2022-06-10 10:38:00,24,Customer Invoice,"Bolton, Michael",1,1074.2217838259137,0,0
14123,14123,2022-06-10 10:59:00,24,Customer Invoice,"Lumbergh, Bill",1,2365.638106805852,0,0
14124,14124,2022-06-10 11:06:00,24,Customer Invoice,"Quintana, Jesus",1,1308.5613071826288,0,0
14125,14125,2022-06-10 11:17:00,24,Estimate,"Steeply, Hugh",0,1524.6624978385264,1,0
14126,14126,2022-06-10 11:33:00,24,Estimate,"Van Dyne, Joelle",0,1453.6288797261786,1,1
14127,14127,2022-06-10 11:55:00,24,Customer Invoice,"Quintana, Jesus",1,302.36761905622797,0,0
14128,14128,2022-06-10 11:59:00,24,Estimate,"Garcia, Jerry",0,3131.5255973603785,1,0
14129,14129,2022-06-10 12:33:00,24,Estimate,"Quintana, Jesus",0,159.1599778862082,1,0
14130,14130,2022-06-10 13:25:00,24,Estimate,"Gompert, Katherine",0,5468.105550676514,1,0
14131,14131,2022-06-10 13:33:00,24,Estimate,"Bolton, Michael",0,802.0831175492541,1,0
14132,14132,2022-06-10 13:56:00,24,Estimate,"Quintana, Jesus",0,1768.4642627072226,1,0
14133,14133,2022-06-10 14:09:00,24,Estimate,"Steeply, Hugh",0,585.1410482494191,1,1
14134,14134,2022-06-10 14:11:00,24,Customer Invoice,"Lumbergh, Bill",1,324.17273319941313,0,0
14135,14135,2022-06-10 14:53:00,24,Estimate,"Bolton, Michael",0,97.49710913104403,1,1
14136,14136,2022-06-10 14:54:00,24,Customer Invoice,"Bolton, Michael",1,110.08279393433355,0,0
14137,14137,2022-06-10 15:28:00,24,Estimate,"Lumbergh, Bill",0,221.25617136636953,1,0
14138,14138,2022-06-10 15:58:00,24,Estimate,"Lumbergh, Bill",0,1290.606115056853,1,1
14139,14139,2022-06-10 16:24:00,24,Estimate,"Quintana, Jesus",0,1027.1307513707695,1,1
14140,14140,2022-06-10 16:47:00,24,Customer Invoice,"Quintana, Jesus",1,1750.3835630399662,0,0
14141,14141,2022-06-10 17:10:00,24,Estimate,"Bolton, Michael",0,4231.747012334074,1,0
14142,14142,2022-06-11 10:21:00,24,Customer Invoice,"Quintana, Jesus",1,497.09414183947104,0,0
14143,14143,2022-06-11 10:36:00,24,Customer Invoice,"Bolton, Michael",1,781.9154297195569,0,0
14144,14144,2022-06-11 13:35:00,24,Estimate,"Quintana, Jesus",0,467.59336220799554,1,1
14145,14145,2022-06-11 14:08:00,24,Estimate,"Quintana, Jesus",0,2424.071452623564,1,0
14146,14146,2022-06-11 14:27:00,24,Estimate,"Steeply, Hugh",0,1538.9461255416163,1,0
14147,14147,2022-06-11 14:43:00,24,Estimate,"Steeply, Hugh",0,716.3727871444933,1,1
14148,14148,2022-06-11 14:43:00,24,Customer Invoice,"Steeply, Hugh",1,791.6348443267368,0,0
14149,14149,2022-06-11 15:06:00,24,Estimate,"Gompert, Katherine",0,1406.8060782508655,1,1
14150,14150,2022-06-12 9:12:00,24,Estimate,"Gompert, Katherine",0,1576.951656892671,1,0
14151,14151,2022-06-12 9:26:00,24,Estimate,"Gompert, Katherine",0,1513.330153316003,1,0
14152,14152,2022-06-12 9:32:00,24,Customer Invoice,"Gompert, Katherine",1,1248.4658705652687,0,0
14153,14153,2022-06-12 12:25:00,24,Estimate,"Bolton, Michael",0,269.38111458810624,1,1
14154,14154,2022-06-12 12:26:00,24,Customer Invoice,"Bolton, Michael",1,320.1441793984943,0,0
14155,14155,2022-06-12 15:28:00,24,Estimate,"Lumbergh, Bill",0,1422.9406223567555,1,1
14156,14156,2022-06-12 15:29:00,24,Customer Invoice,"Lumbergh, Bill",1,1418.3234508817407,0,0
14157,14157,2022-06-12 15:41:00,24,Estimate,"Lumbergh, Bill",0,1208.6016386632405,1,0
14158,14158,2022-06-13 8:57:00,25,Estimate,"Steeply, Hugh",0,1866.6446797563335,1,0
14159,14159,2022-06-13 9:11:00,25,Estimate,"Van Dyne, Joelle",0,323.3016728127312,1,1
14160,14160,2022-06-13 9:20:00,25,Customer Invoice,"Quintana, Jesus",1,1189.2116031682292,0,0
14161,14161,2022-06-13 9:29:00,25,Customer Invoice,"Gruber, Hans",1,596.1543949424478,0,0
14162,14162,2022-06-13 9:29:00,25,Estimate,"Quintana, Jesus",0,936.0286137366777,1,0
14163,14163,2022-06-13 9:34:00,25,Customer Invoice,"Lumbergh, Bill",1,4227.344657174523,0,0
14164,14164,2022-06-13 9:46:00,25,Estimate,"Steeply, Hugh",0,985.4347619101518,1,1
14165,14165,2022-06-13 9:51:00,25,Customer Invoice,"Steeply, Hugh",1,840.968363329747,0,0
14166,14166,2022-06-13 10:55:00,25,Customer Invoice,"Van Dyne, Joelle",1,1352.3415106313516,0,0
14167,14167,2022-06-13 11:20:00,25,Estimate,"Van Dyne, Joelle",0,660.3915835824371,1,0
14168,14168,2022-06-13 11:25:00,25,Estimate,"Steeply, Hugh",0,26105.128583325237,1,0
14169,14169,2022-06-13 12:14:00,25,Estimate,"Quintana, Jesus",0,267.7015825249478,1,1
14170,14170,2022-06-13 12:37:00,25,Customer Invoice,"Van Dyne, Joelle",1,299.64145294305695,0,0
14171,14171,2022-06-13 12:54:00,25,Estimate,"Bolton, Michael",0,983.325828802864,1,1
14172,14172,2022-06-13 13:19:00,25,Customer Invoice,"Lumbergh, Bill",1,1496.0000578150657,0,0
14173,14173,2022-06-13 13:56:00,25,Customer Invoice,"Bolton, Michael",1,1050.3022671021467,0,0
14174,14174,2022-06-13 14:09:00,25,Estimate,"Bolton, Michael",0,750.6086592812314,1,1
14175,14175,2022-06-13 14:17:00,25,Customer Invoice,"Bolton, Michael",1,721.3336746638354,0,0
14176,14176,2022-06-13 15:06:00,25,Customer Invoice,"Steeply, Hugh",1,243.67072743438686,0,0
14177,14177,2022-06-13 15:10:00,25,Estimate,"Lumbergh, Bill",0,391.962041877175,1,1
14178,14178,2022-06-13 15:19:00,25,Estimate,"Lumbergh, Bill",0,2169.182675292814,1,1
14179,14179,2022-06-13 15:19:00,25,Customer Invoice,"Quintana, Jesus",1,406.3008199865107,0,0
14180,14180,2022-06-13 15:28:00,25,Customer Invoice,"Gruber, Hans",1,553.8350244629677,0,0
14181,14181,2022-06-13 15:28:00,25,Estimate,"Van Dyne, Joelle",0,1695.9654302671884,1,0
14182,14182,2022-06-13 15:41:00,25,Customer Invoice,"Gruber, Hans",1,1191.9870428387044,0,0
14183,14183,2022-06-13 16:53:00,25,Estimate,"Van Dyne, Joelle",0,7028.044742587647,1,0
14184,14184,2022-06-13 17:18:00,25,Estimate,"Bolton, Michael",0,11142.057846784855,1,1
14185,14185,2022-06-14 8:11:00,25,Estimate,"Garcia, Jerry",0,2369.940975795639,1,1
14186,14186,2022-06-14 9:16:00,25,Estimate,"Lumbergh, Bill",0,202.13198211554283,1,0
14187,14187,2022-06-14 9:22:00,25,Estimate,"Gompert, Katherine",0,892.9899942708016,1,1
14188,14188,2022-06-14 9:24:00,25,Customer Invoice,"Gompert, Katherine",1,825.8532385623213,0,0
14189,14189,2022-06-14 9:43:00,25,Customer Invoice,"Gruber, Hans",1,2507.829081377167,0,0
14190,14190,2022-06-14 9:46:00,25,Estimate,"Steeply, Hugh",0,5945.97472612281,1,0
14191,14191,2022-06-14 9:51:00,25,Estimate,"Lumbergh, Bill",0,225.255171103411,1,1
14192,14192,2022-06-14 10:13:00,25,Customer Invoice,"Steeply, Hugh",1,677.3288629234522,0,0
14193,14193,2022-06-14 10:35:00,25,Estimate,"Gompert, Katherine",0,1441.8841345563997,1,1
14194,14194,2022-06-14 10:46:00,25,Estimate,"Gompert, Katherine",0,15323.544619549473,1,0
14195,14195,2022-06-14 10:59:00,25,Customer Invoice,"Lumbergh, Bill",1,203.83619853766297,0,0
14196,14196,2022-06-14 11:09:00,25,Estimate,"Gompert, Katherine",0,18034.606785822478,1,0
14197,14197,2022-06-14 11:12:00,25,Estimate,"Van Dyne, Joelle",0,6120.5231862472065,1,0
14198,14198,2022-06-14 13:11:00,25,Estimate,"Gompert, Katherine",0,476.10142774222106,1,1
14199,14199,2022-06-14 13:31:00,25,Estimate,"Van Dyne, Joelle",0,3360.3442897715086,1,0
14200,14200,2022-06-14 13:42:00,25,Estimate,"Lumbergh, Bill",0,517.6979847405102,1,1
14201,14201,2022-06-14 14:23:00,25,Estimate,"Van Dyne, Joelle",0,656.7034126042565,1,1
14202,14202,2022-06-14 14:44:00,25,Estimate,"Van Dyne, Joelle",0,740.3606033357815,1,1
14203,14203,2022-06-14 14:45:00,25,Customer Invoice,"Van Dyne, Joelle",1,665.3946624318515,0,0
14204,14204,2022-06-14 14:58:00,25,Customer Invoice,"Van Dyne, Joelle",1,651.8331274982107,0,0
14205,14205,2022-06-14 15:06:00,25,Estimate,"Steeply, Hugh",0,1245.114900703808,1,0
14206,14206,2022-06-14 15:14:00,25,Estimate,"Steeply, Hugh",0,807.2724976205812,1,0
14207,14207,2022-06-14 15:37:00,25,Estimate,"Van Dyne, Joelle",0,800.7672158408461,1,0
14208,14208,2022-06-14 15:44:00,25,Customer Invoice,"Bolton, Michael",1,37.55232521371093,0,0
14209,14209,2022-06-14 16:07:00,25,Estimate,"Van Dyne, Joelle",0,826.89463327202,1,1
14210,14210,2022-06-14 16:47:00,25,Estimate,"Lumbergh, Bill",0,4886.580037423489,1,0
14211,14211,2022-06-14 17:09:00,25,Customer Invoice,"Bateman, Patrick",1,26745.37613338034,0,0
14212,14212,2022-06-14 17:23:00,25,Estimate,"Van Dyne, Joelle",0,23446.720784822595,1,0
14213,14213,2022-06-15 9:00:00,25,Estimate,"Bolton, Michael",0,542.7566156953994,1,1
14214,14214,2022-06-15 9:14:00,25,Estimate,"Bolton, Michael",0,366.5309937617314,1,1
14215,14215,2022-06-15 10:49:00,25,Customer Invoice,"Quintana, Jesus",1,286.89018931432855,0,0
14216,14216,2022-06-15 10:51:00,25,Customer Invoice,"Gompert, Katherine",1,517.0465889965117,0,0
14217,14217,2022-06-15 10:52:00,25,Estimate,"Quintana, Jesus",0,644.5775292115019,1,1
14218,14218,2022-06-15 11:09:00,25,Customer Invoice,"Bolton, Michael",1,512.9636227860974,0,0
14219,14219,2022-06-15 11:17:00,25,Customer Invoice,"Van Dyne, Joelle",1,147.8339299412165,0,0
14220,14220,2022-06-15 11:29:00,25,Customer Invoice,"Bateman, Patrick",1,1150.6494038713631,0,0
14221,14221,2022-06-15 11:50:00,25,Estimate,"Quintana, Jesus",0,3714.7691827580884,1,1
14222,14222,2022-06-15 11:55:00,25,Estimate,"Gompert, Katherine",0,1783.3384899363023,1,0
14223,14223,2022-06-15 12:02:00,25,Estimate,"Gompert, Katherine",0,2304.2687550176693,1,1
14224,14224,2022-06-15 12:12:00,25,Customer Invoice,"Bolton, Michael",1,385.1371110302365,0,0
14225,14225,2022-06-15 12:20:00,25,Customer Invoice,"Lumbergh, Bill",1,1485.4138912304293,0,0
14226,14226,2022-06-15 12:25:00,25,Estimate,"Lumbergh, Bill",0,4778.062925484402,1,1
14227,14227,2022-06-15 12:38:00,25,Estimate,"Lumbergh, Bill",0,306.0958403140674,1,1
14228,14228,2022-06-15 12:39:00,25,Customer Invoice,"Lumbergh, Bill",1,295.07979047959685,0,0
14229,14229,2022-06-15 12:52:00,25,Estimate,"Quintana, Jesus",0,422.09233915487243,1,1
14230,14230,2022-06-15 13:23:00,25,Estimate,"Van Dyne, Joelle",0,1657.710205293513,1,1
14231,14231,2022-06-15 13:35:00,25,Estimate,"Gompert, Katherine",0,2879.6910992179173,1,0
14232,14232,2022-06-15 13:36:00,25,Estimate,"Van Dyne, Joelle",0,656.8933616959735,1,0
14233,14233,2022-06-15 13:42:00,25,Estimate,"Lumbergh, Bill",0,687.0968351375722,1,0
14234,14234,2022-06-15 13:46:00,25,Customer Invoice,"Lumbergh, Bill",1,605.8138417105112,0,0
14235,14235,2022-06-15 14:00:00,25,Customer Invoice,"Gompert, Katherine",1,1021.049552614979,0,0
14236,14236,2022-06-15 14:41:00,25,Estimate,"Quintana, Jesus",0,2221.727077642342,1,1
14237,14237,2022-06-15 14:46:00,25,Customer Invoice,"Quintana, Jesus",1,2888.85404976424,0,0
14238,14238,2022-06-15 15:06:00,25,Estimate,"Lumbergh, Bill",0,117.23754856547019,1,0
14239,14239,2022-06-15 15:08:00,25,Estimate,"Van Dyne, Joelle",0,658.6348506872104,1,1
14240,14240,2022-06-15 15:11:00,25,Customer Invoice,"Van Dyne, Joelle",1,649.4657553486253,0,0
14241,14241,2022-06-15 15:19:00,25,Customer Invoice,"Lumbergh, Bill",1,7584.315892794491,0,0
14242,14242,2022-06-16 9:12:00,25,Estimate,"Quintana, Jesus",0,1782.2729536501556,1,0
14243,14243,2022-06-16 9:48:00,25,Estimate,"Lumbergh, Bill",0,6936.913537082281,1,0
14244,14244,2022-06-16 10:03:00,25,Customer Invoice,"Gompert, Katherine",1,1274.4054337201264,0,0
14245,14245,2022-06-16 10:49:00,25,Customer Invoice,"Garcia, Jerry",1,2131.5670836767204,0,0
14246,14246,2022-06-16 11:02:00,25,Estimate,"Lumbergh, Bill",0,304.90680233142785,1,1
14247,14247,2022-06-16 11:43:00,25,Customer Invoice,"Quintana, Jesus",1,490.8954190346901,0,0
14248,14248,2022-06-16 11:55:00,25,Estimate,"Quintana, Jesus",0,562.2135998402499,1,0
14249,14249,2022-06-16 12:26:00,25,Estimate,"Quintana, Jesus",0,1499.7192702482978,1,1
14250,14250,2022-06-16 12:26:00,25,Customer Invoice,"Bolton, Michael",1,22538.646038208914,0,0
14251,14251,2022-06-16 12:29:00,25,Estimate,"Lumbergh, Bill",0,3633.471751024882,1,1
14252,14252,2022-06-16 12:31:00,25,Customer Invoice,"Lumbergh, Bill",1,3755.524065295422,0,0
14253,14253,2022-06-16 12:44:00,25,Estimate,"Gompert, Katherine",0,282.8910094696717,1,1
14254,14254,2022-06-16 12:48:00,25,Customer Invoice,"Bateman, Patrick",1,4331.49860428133,0,0
14255,14255,2022-06-16 12:57:00,25,Customer Invoice,"Lumbergh, Bill",1,4865.289244590292,0,0
14256,14256,2022-06-16 13:05:00,25,Estimate,"Bolton, Michael",0,1008.1884601621823,1,0
14257,14257,2022-06-16 13:27:00,25,Customer Invoice,"Steeply, Hugh",1,637.7419796313396,0,0
14258,14258,2022-06-16 13:44:00,25,Estimate,"Quintana, Jesus",0,618.1488541452397,1,1
14259,14259,2022-06-16 14:16:00,25,Customer Invoice,"Steeply, Hugh",1,512.4418323242708,0,0
14260,14260,2022-06-13 14:33:00,25,Customer Invoice,"Lumbergh, Bill",1,347.7330333920563,0,0
14261,14261,2022-06-16 14:47:00,25,Estimate,"Quintana, Jesus",0,545.084648366307,1,0
14262,14262,2022-06-16 15:05:00,25,Customer Invoice,"Quintana, Jesus",1,584.1115204592467,0,0
14263,14263,2022-06-16 15:14:00,25,Estimate,"Lumbergh, Bill",0,580.8622385216381,1,1
14264,14264,2022-06-16 16:03:00,25,Estimate,"Lumbergh, Bill",0,16440.830237114995,1,0
14265,14265,2022-06-16 16:29:00,25,Customer Invoice,"Garcia, Jerry",1,742.3848248923879,0,0
14266,14266,2022-06-17 8:41:00,25,Estimate,"Bolton, Michael",0,872.3301775832231,1,1
14267,14267,2022-06-17 9:10:00,25,Customer Invoice,"Bolton, Michael",1,774.4511949552414,0,0
14268,14268,2022-06-17 9:22:00,25,Customer Invoice,"Quintana, Jesus",1,1124.8305641015597,0,0
14269,14269,2022-06-17 9:36:00,25,Customer Invoice,"Gruber, Hans",1,21.3282398645193,0,0
14270,14270,2022-06-17 10:01:00,25,Estimate,"Quintana, Jesus",0,917.579219607895,1,0
14271,14271,2022-06-17 10:18:00,25,Customer Invoice,"Quintana, Jesus",1,1649.4326472834246,0,0
14272,14272,2022-06-17 10:37:00,25,Estimate,"Quintana, Jesus",0,107.34815068315552,1,1
14273,14273,2022-06-17 10:59:00,25,Estimate,"Gruber, Hans",0,5100.435338417589,1,1
14274,14274,2022-06-17 11:04:00,25,Estimate,"Van Dyne, Joelle",0,2989.126911897656,1,1
14275,14275,2022-06-17 11:14:00,25,Customer Invoice,"Bateman, Patrick",1,58.23306326722466,0,0
14276,14276,2022-06-17 11:17:00,25,Estimate,"Quintana, Jesus",0,1301.0867096373292,1,0
14277,14277,2022-06-17 11:19:00,25,Estimate,"Van Dyne, Joelle",0,1073.8355201614525,1,1
14278,14278,2022-06-17 11:47:00,25,Customer Invoice,"Gruber, Hans",1,1390.169453417625,0,0
14279,14279,2022-06-17 11:50:00,25,Customer Invoice,"Quintana, Jesus",1,608.021010639736,0,0
14280,14280,2022-06-17 11:54:00,25,Estimate,"Van Dyne, Joelle",0,8344.72451898158,1,0
14281,14281,2022-06-17 11:59:00,25,Estimate,"Quintana, Jesus",0,1924.6980571198283,1,1
14282,14282,2022-06-17 12:01:00,25,Estimate,"Van Dyne, Joelle",0,1031.324967593572,1,1
14283,14283,2022-06-17 12:17:00,25,Estimate,"Van Dyne, Joelle",0,660.9619046724727,1,1
14284,14284,2022-06-17 12:27:00,25,Estimate,"Gruber, Hans",0,35529.57714205285,1,0
